阿伦方差,a'lun'fang'cha
秤铊,cheng'ta
承托层,cheng'tuo'ceng
城乡建设局,cheng'xiang'jian'she'ju
成象雷达,cheng'xiang'lei'da
城乡清洁,cheng'xiang'qing'jie
成型刀,cheng'xing'dao
成形时间常数,cheng'xing'shi'jian'chang'shu
程序指令,cheng'xu'zhi'ling
承压含水层,cheng'ya'han'shui'ceng
承压水,cheng'ya'shui
成岩作用,cheng'yan'zuo'yong
成因类型,cheng'yin'lei'xing
橙玉石,cheng'yu'shi
承载板,cheng'zai'ban
承载板试验,cheng'zai'ban'shi'yan
承载力,cheng'zai'li
承载力设计值,cheng'zai'li'she'ji'zhi
承载龙骨,cheng'zai'long'gu
承载业务,cheng'zai'ye'wu
承重隔墙,cheng'zhong'ge'qiang
承重墙结构,cheng'zhong'qiang'jie'gou
承重砖墙,cheng'zhong'zhuan'qiang
成桩,cheng'zhuang
成组浮点,cheng'zu'fu'dian
赤白肉际,chi'bai'rou'ji
持仓,chi'cang
尺寸共振,chi'cun'gong'zhen
赤道,chi'dao
迟电位,chi'dian'wei
持力层,chi'li'ceng
齿轮,chi'lun
瘈脉,chi'mai
池内设置斜管,chi'nei'she'zhi'xie'guan
齿衄,chi'nv
齿耙,chi'pa
齿墙,chi'qiang
池式配水系统,chi'shi'pei'shui'xi'tong
持水度,chi'shui'du
翅英决明,chi'ying'jue'ming
尺泽,chi'ze
冲床配件,chong'chuang'pei'jian
冲淡比,chong'dan'bi
充电,chong'dian
充电保持能力,chong'dian'bao'chi'neng'li
充电接收能力,chong'dian'jie'shou'neng'li
充电效率,chong'dian'xiao'lv
充电照明灯,chong'dian'zhao'ming'deng
重叠,chong'die
冲断层,chong'duan'ceng
重放头,chong'fang'tou
重分配,chong'fen'pei
充分搜集资料,chong'fen'sou'ji'zi'liao
充分总结,chong'fen'zong'jie
重复接地,chong'fu'jie'di
冲沟,chong'gou
冲湖积,chong'hu'ji
冲击变质作用,chong'ji'bian'zhi'zuo'yong
冲击波,chong'ji'bo
冲激不变法,chong'ji'bu'bian'fa
冲击电流,chong'ji'dian'liu
冲击电钻,chong'ji'dian'zuan
冲激雷达,chong'ji'lei'da
冲积平原区,chong'ji'ping'yuan'qu
冲力,chong'li
充满度,chong'man'du
冲门,chong'men
充气结构,chong'qi'jie'gou
充气枪,chong'qi'qiang
冲切,chong'qie
冲切破坏,chong'qie'po'huai
虫情调查,chong'qing'diao'cha
冲砂池,chong'sha'chi
冲砂闸,chong'sha'zha
冲蚀,chong'shi
冲刷,chong'shua
冲刷系数,chong'shua'xi'shu
冲洗强度,chong'xi'qiang'du
重现期,chong'xian'qi
冲泻质,chong'xie'zhi
宠星,chong'xing
重檐庑殿,chong'yan'wu'dian
冲阳,chong'yang
重阳木,chong'yang'mu
虫蛀试验,chong'zhu'shi'yan
畴壁共振,chou'bi'gong'zhen
抽查射钉,chou'cha'she'ding
稠度,chou'du
稠度界限,chou'du'jie'xian
稠化粉,chou'hua'fen
抽筋,chou'jin
稠李,chou'li
抽料,chou'liao
臭牡丹,chou'mu'dan
抽气风扇,chou'qi'feng'shan
抽气通风,chou'qi'tong'feng
抽水试验,chou'shui'shi'yan
抽屉滑轨,chou'ti'hua'gui
抽提仪,chou'ti'yi
臭梧桐,chou'wu'tong
抽象码,chou'xiang'ma
抽样,chou'yang
抽样方案,chou'yang'fang'an
储备电池,chu'bei'dian'chi
储备式阴极,chu'bei'shi'yin'ji
初步编制,chu'bu'bian'zhi
初步恢复,chu'bu'hui'fu
初步建立,chu'bu'jian'li
初步勘察,chu'bu'kan'cha
初步设计概算,chu'bu'she'ji'gai'suan
初步设计文件,chu'bu'she'ji'wen'jian
出材率,chu'cai'lv
初沉污泥,chu'chen'wu'ni
初充电,chu'chong'dian
初次沉淀池,chu'ci'chen'dian'chi
触点负载,chu'dian'fu'zai
触点粘结,chu'dian'nian'jie
触点熔接,chu'dian'rong'jie
触发,chu'fa
触发管,chu'fa'guan
触发极,chu'fa'ji
厨房剪,chu'fang'jian
除硅,chu'gui
出际,chu'ji
初检,chu'jian
出境链路,chu'jing'lian'lu
出口不逊,chu'kou'bu'xun
出库检验,chu'ku'jian'yan
储量管理,chu'liang'guan'li
出流量,chu'liu'liang
出流水,chu'liu'shui
储能电容器,chu'neng'dian'rong'qi
初凝,chu'ning
初凝时间,chu'ning'shi'jian
触片,chu'pian
储频,chu'pin
储频行波管,chu'pin'xing'bo'guan
出平面,chu'ping'mian
出气,chu'qi
初侵染,chu'qin'ran
除湿剂,chu'shi'ji
初始检查,chu'shi'jian'cha
初始应力,chu'shi'ying'li
处世哲学,chu'shi'zhe'xue
出水口,chu'shui'kou
除水器,chu'shui'qi
触探,chu'tan
触探试验,chu'tan'shi'yan
锄头,chu'tou
出武汉市,chu'wu'han'shi
出线口,chu'xian'kou
除锈,chu'xiu
储蓄业务核算,chu'xu'ye'wu'he'suan
除油池,chu'you'chi
串并联电路,chuan'bing'lian'dian'lu
穿管,chuan'guan
传号,chuan'hao
川黑麻,chuan'hei'ma
串级校正,chuan'ji'jiao'zheng
串联,chuan'lian
串联电池组,chuan'lian'dian'chi'zu
串联线圈,chuan'lian'xian'quan
串钱柳,chuan'qian'liu
穿墙管,chuan'qiang'guan
穿墙套管,chuan'qiang'tao'guan
穿束,chuan'shu
传输概率,chuan'shu'gai'lv
传输媒质,chuan'shu'mei'zhi
传送装置,chuan'song'zhuang'zhi
传统农业,chuan'tong'nong'ye
串味儿,chuan'wei'er
串文法,chuan'wen'fa
穿线工程,chuan'xian'gong'cheng
穿心电容器,chuan'xin'dian'rong'qi
串语言,chuan'yu'yan
船载雷达,chuan'zai'lei'da
窗磁报警,chuang'ci'bao'jing
窗磁发射器,chuang'ci'fa'she'qi
窗放大器,chuang'fang'da'qi
窗轨,chuang'gui
窗函数,chuang'han'shu
窗花及装饰品,chuang'hua'ji'zhuang'shi'pin
窗间墙,chuang'jian'qiang
窗井,chuang'jing
窗框墙,chuang'kuang'qiang
窗楣,chuang'mei
床旁监护仪,chuang'pang'jian'hu'yi
窗墙比,chuang'qiang'bi
窗锁,chuang'suo
垂带石,chui'dai'shi
垂吊植物,chui'diao'zhi'wu
吹风机,chui'feng'ji
垂柳,chui'liu
垂面排列,chui'mian'pai'lie
垂盼,chui'pan
锤式粉碎机,chui'shi'fen'sui'ji
垂丝,chui'si
垂丝海棠,chui'si'hai'tang
吹填,chui'tian
垂向,chui'xiang
垂向上,chui'xiang'shang
垂叶榕,chui'ye'rong
锤印,chui'yin
垂樱,chui'ying
垂直距离,chui'zhi'ju'li
垂直侵蚀,chui'zhi'qin'shi
垂直桃,chui'zhi'tao
垂枝榆,chui'zhi'yu
垂直运输补差,chui'zhi'yun'shu'bu'cha
春分,chun'fen
春寒,chun'han
纯黑麻,chun'hei'ma
春化,chun'hua
春雷,chun'lei
纯铝面,chun'lv'mian
春去春又回,chun'qu'chun'you'hui
纯色保丽板,chun'se'bao'li'ban
纯受弯,chun'shou'wan
醇酸磁漆,chun'suan'ci'qi
醇酸底漆,chun'suan'di'qi
醇酸锌黄底漆,chun'suan'xin'huang'di'qi
纯随机抽样,chun'sui'ji'chou'yang
春性,chun'xing
唇形科,chun'xing'ke
春汛,chun'xun
春雨,chun'yu
春榆,chun'yu
春羽,chun'yu
戳穿阴谋,chuo'chuan'yin'mou
磁摆动器,ci'bai'dong'qi
磁保持继电器,ci'bao'chi'ji'dian'qi
磁场,ci'chang
磁场直拉法,ci'chang'zhi'la'fa
磁尺,ci'chi
磁带,ci'dai
磁电式继电器,ci'dian'shi'ji'dian'qi
磁分离,ci'fen'li
磁浮轴承,ci'fu'zhou'cheng
磁共振成象,ci'gong'zhen'cheng'xiang
磁鼓,ci'gu
磁光盘,ci'guang'pan
磁光调制器,ci'guang'tiao'zhi'qi
磁光显示,ci'guang'xian'shi
刺海棠,ci'hai'tang
磁化,ci'hua
磁化漆,ci'hua'qi
刺槐,ci'huai
次级电子导电,ci'ji'dian'zi'dao'dian
次级辐射体,ci'ji'fu'she'ti
磁记录媒体,ci'ji'lu'mei'ti
磁记录媒质,ci'ji'lu'mei'zhi
瓷夹,ci'jia
瓷夹板,ci'jia'ban
瓷夹布线,ci'jia'bu'xian
次间,ci'jian
次坚石,ci'jian'shi
磁卡锁,ci'ka'suo
磁老化,ci'lao'hua
次梁,ci'liang
次髎,ci'liao
磁疗,ci'liao
磁敏感器,ci'min'gan'qi
磁能积,ci'neng'ji
磁粘滞性,ci'nian'zhi'xing
磁盘,ci'pan
磁盘工具,ci'pan'gong'ju
次品,ci'pin
磁平,ci'ping
磁屏蔽电子枪,ci'ping'bi'dian'zi'qiang
此情永不移,ci'qing'yong'bu'yi
刺楸,ci'qiu
磁石发电机,ci'shi'fa'dian'ji
磁调制器,ci'tiao'zhi'qi
次同步层,ci'tong'bu'ceng
词头法同步,ci'tou'fa'tong'bu
磁性地层学,ci'xing'di'ceng'xue
磁性录制,ci'xing'lu'zhi
磁性烟感器,ci'xing'yan'gan'qi
刺榆,ci'yu
磁致冷,ci'zhi'leng
瓷质外墙砖,ci'zhi'wai'qiang'zhuan
瓷砖,ci'zhuan
瓷砖胶,ci'zhuan'jiao
磁转矩计,ci'zhuan'ju'ji
磁砖粘结剂,ci'zhuan'nian'jie'ji
葱兰,cong'lan
葱茂,cong'mao
葱蒜类蔬菜,cong'suan'lei'shu'cai
粗抽泵,cu'chou'beng
粗抽管路,cu'chou'guan'lu
粗抽时间,cu'chou'shi'jian
粗加工,cu'jia'gong
促进项目,cu'jin'xiang'mu
粗粒式沥青砼,cu'li'shi'li'qing'tong
粗料石,cu'liao'shi
粗略定向,cu'lue'ding'xiang
猝灭效应,cu'mie'xiao'ying
粗砂,cu'sha
粗声厉气,cu'sheng'li'qi
促销礼品,cu'xiao'li'pin
促销小姐,cu'xiao'xiao'jie
簇形晶体,cu'xing'jing'ti
粗真空,cu'zhen'kong
蹿跳,cuan'tiao
催化剂,cui'hua'ji
淬灭,cui'mie
淬灭校正,cui'mie'jiao'zheng
淬灭效应,cui'mie'xiao'ying
翠雀,cui'que
崔秀宏,cui'xiu'hong
存储管,cun'chu'guan
存储转发交换,cun'chu'zhuan'fa'jiao'huan
存货,cun'huo
存据,cun'ju
存款业务核算,cun'kuan'ye'wu'he'suan
存折帐户,cun'zhe'zhang'hu
错层式车库,cuo'ceng'shi'che'ku
错词表,cuo'ci'biao
措辞不当,cuo'ci'bu'dang
锉刀,cuo'dao
错列排管,cuo'lie'pai'guan
锉磨,cuo'mo
错台,cuo'tai
错位,cuo'wei
错误定位子,cuo'wu'ding'wei'zi
错误型,cuo'wu'xing
大坝,da'ba
大白花,da'bai'hua
大白柳,da'bai'liu
大板结构,da'ban'jie'gou
大板结构体系,da'ban'jie'gou'ti'xi
打保票,da'bao'piao
大比例详图,da'bi'li'xiang'tu
大便干结,da'bian'gan'jie
大肠菌群,da'chang'jun'qun
大肠俞,da'chang'yu
达到绿化标准,da'dao'lv'hua'biao'zhun
大地构造学,da'di'gou'zao'xue
大地接收机,da'di'jie'shou'ji
大底盘,da'di'pan
大额枋,da'e'fang
大沽河,da'gu'he
大骨空,da'gu'kong
打夯,da'hang
大赫,da'he
大横,da'heng
大花第伦桃,da'hua'di'lun'tao
大花金鸡菊,da'hua'jin'ji'ju
大花老鸦嘴,da'hua'lao'ya'zui
大花溲疏,da'hua'sou'shu
大花酢浆草,da'hua'zuo'jiang'cao
大黄柳,da'huang'liu
大火草,da'huo'cao
大戟科,da'ji'ke
搭建,da'jian
搭接,da'jie
大金花,da'jin'hua
大金鸡菊,da'jin'ji'ju
大巨,da'ju
打孔钳,da'kong'qian
打口,da'kou
大力钳,da'li'qian
大理石板,da'li'shi'ban
大理石板贴面,da'li'shi'ban'tie'mian
大理石铺切,da'li'shi'pu'qie
大理岩,da'li'yan
搭链,da'lian
大量观察法,da'liang'guan'cha'fa
大陆车阀说,da'lu'che'fa'shuo
大陆地震,da'lu'di'zhen
大陆漂移,da'lu'piao'yi
大陆漂移说,da'lu'piao'yi'shuo
大螺帽,da'luo'mao
大偏拉,da'pian'la
大片森林,da'pian'sen'lin
大偏心,da'pian'xin
大偏心受压,da'pian'xin'shou'ya
大偏压,da'pian'ya
大薸,da'piao
大屏幕显示,da'ping'mu'xian'shi
大平锹,da'ping'qiao
大气激光通信,da'qi'ji'guang'tong'xin
大气圈,da'qi'quan
大气质量,da'qi'zhi'liang
大青杨,da'qing'yang
大树菠萝,da'shu'bo'luo
大水,da'shui
大丝葵,da'si'kui
大湾组,da'wan'zu
大吴风草,da'wu'feng'cao
达西定律,da'xi'ding'lv
大信号分析,da'xin'hao'fen'xi
大信镇,da'xin'zhen
大叶落地生根,da'ye'luo'di'sheng'gen
大叶朴,da'ye'pu
大叶青铁,da'ye'qing'tie
大叶榕,da'ye'rong
大叶仙茅,da'ye'xian'mao
大叶相思,da'ye'xiang'si
大叶小檗,da'ye'xiao'bo
大叶油草,da'ye'you'cao
大叶紫薇,da'ye'zi'wei
大叶棕竹,da'ye'zong'zhu
大冶组,da'ye'zu
打印机,da'yin'ji
大迎,da'ying
大芋头,da'yu'tou
大圆航线,da'yuan'hang'xian
大中修周期,da'zhong'xiu'zhou'qi
大杼,da'zhu
打字练习软件,da'zi'lian'xi'ruan'jian
代办发货委收,dai'ban'fa'huo'wei'shou
代表性流域,dai'biao'xing'liu'yu
带毒者,dai'du'zhe
代管,dai'guan
戴航,dai'hang
带基,dai'ji
带胶垫,dai'jiao'dian
贷款业务核算,dai'kuan'ye'wu'he'suan
代理收货委收,dai'li'shou'huo'wei'shou
待命时间,dai'ming'shi'jian
带内信令,dai'nei'xin'ling
带皮材积,dai'pi'cai'ji
带上亮,dai'shang'liang
代数码,dai'shu'ma
带外信令,dai'wai'xin'ling
带隙,dai'xi
代谢成象,dai'xie'cheng'xiang
带状分布,dai'zhuang'fen'bu
带状间作,dai'zhuang'jian'zuo
歹字型构造,dai'zi'xing'gou'zao
代租,dai'zu
丹倍效应,dan'bei'xiao'ying
单臂谱仪,dan'bi'pu'yi
单边突变结,dan'bian'tu'bian'jie
单边序列,dan'bian'xu'lie
单层厂房,dan'ceng'chang'fang
单分子层,dan'fen'zi'ceng
氮分子激光器,dan'fen'zi'ji'guang'qi
单干鱼尾葵,dan'gan'yu'wei'kui
单栱,dan'gong
单勾阑,dan'gou'lan
氮固持,dan'gu'chi
单光子发射,dan'guang'zi'fa'she
氮化铝瓷,dan'hua'lv'ci
氮化物,dan'hua'wu
单基地雷达,dan'ji'di'lei'da
单价分析表,dan'jia'fen'xi'biao
单开暗装木门,dan'kai'an'zhuang'mu'men
单开玻璃门,dan'kai'bo'li'men
氮矿化,dan'kuang'hua
单粒传法,dan'li'chuan'fa
单联碗头,dan'lian'wan'tou
单联碗头挂板,dan'lian'wan'tou'gua'ban
单笼,dan'long
单路单载波,dan'lu'dan'zai'bo
单脉冲激光器,dan'mai'chong'ji'guang'qi
单脉冲雷达,dan'mai'chong'lei'da
单面,dan'mian
单面走廊式,dan'mian'zou'lang'shi
单模工作,dan'mo'gong'zuo
但能为,dan'neng'wei
单排脚手架,dan'pai'jiao'shou'jia
单盘,dan'pan
单盘短管,dan'pan'duan'guan
单频激光器,dan'pin'ji'guang'qi
单扇窗,dan'shan'chuang
但扇推拉门,dan'shan'tui'la'men
淡水,dan'shui
氮损失,dan'sun'shi
丹田,dan'tian
单透镜,dan'tou'jing
单位估价表,dan'wei'gu'jia'biao
单位过程线,dan'wei'guo'cheng'xian
单位阶跃响应,dan'wei'jie'yue'xiang'ying
单位取样序列,dan'wei'qu'yang'xu'lie
胆息肉,dan'xi'rou
弹线分格,dan'xian'fen'ge
单相电动机,dan'xiang'dian'dong'ji
单相负荷,dan'xiang'fu'he
单向供水,dan'xiang'gong'shui
单向推力墩,dan'xiang'tui'li'dun
单相系统,dan'xiang'xi'tong
氮循环,dan'xun'huan
单音指令,dan'yin'zhi'ling
但英语,dan'ying'yu
胆俞,dan'yu
单元板分配,dan'yuan'ban'fen'pei
单元板块,dan'yuan'ban'kuai
单元式幕墙,dan'yuan'shi'mu'qiang
单轴型铁氧体,dan'zhou'xing'tie'yang'ti
氮周转,dan'zhou'zhuan
单砖墙,dan'zhuan'qiang
档案,dang'an
档案编研,dang'an'bian'yan
档案馆指南,dang'an'guan'zhi'nan
档案价值,dang'an'jia'zhi
档案鉴定,dang'an'jian'ding
档案检索,dang'an'jian'suo
档案收藏,dang'an'shou'cang
档案收集,dang'an'shou'ji
档案缩微品,dang'an'suo'wei'pin
档案学,dang'an'xue
档案展览,dang'an'zhan'lan
档案主题词表,dang'an'zhu'ti'ci'biao
档案装具,dang'an'zhuang'ju
挡板,dang'ban
挡板阀,dang'ban'fa
挡潮坝,dang'chao'ba
挡潮闸,dang'chao'zha
挡车柱,dang'che'zhu
当地入流,dang'di'ru'liu
党锋军,dang'feng'jun
档号,dang'hao
档号章,dang'hao'zhang
挡护,dang'hu
挡脚板,dang'jiao'ban
档距,dang'ju
当具体,dang'ju'ti
当量轴次,dang'liang'zhou'ci
挡墙,dang'qiang
档圈,dang'quan
挡热墙,dang're'qiang
当日抵用率,dang'ri'di'yong'lv
挡数,dang'shu
挡水坝,dang'shui'ba
挡土板,dang'tu'ban
挡土墙,dang'tu'qiang
挡土墙工程,dang'tu'qiang'gong'cheng
当务之急,dang'wu'zhi'ji
挡渣墙,dang'zha'qiang
党政干部,dang'zheng'gan'bu
稻白叶枯病,dao'bai'ye'ku'bing
导爆管,dao'bao'guan
刀兵刀叉,dao'bing'dao'cha
到不怕,dao'bu'pa
道岔测量,dao'cha'ce'liang
导出包络,dao'chu'bao'luo
倒锤线观测,dao'chui'xian'guan'ce
导地线规格,dao'di'xian'gui'ge
导电箔,dao'dian'bo
导电图形,dao'dian'tu'xing
稻干尖线虫病,dao'gan'jian'xian'chong'bing
导购小姐,dao'gou'xiao'jie
倒挂金钟,dao'gua'jin'zhong
导管,dao'guan
导管电极,dao'guan'dian'ji
导轨,dao'gui
导航雷达,dao'hang'lei'da
导荷载,dao'he'zai
倒虹吸,dao'hong'xi
导火线,dao'huo'xian
刀尖,dao'jian
导姐,dao'jie
导抗电桥,dao'kang'dian'qiao
道口,dao'kou
倒口湖,dao'kou'hu
到口湖钻孔,dao'kou'hu'zuan'kong
刀口浪尖,dao'kou'lang'jian
道宽,dao'kuan
导联系统,dao'lian'xi'tong
导流,dao'liu
导流沟,dao'liu'gou
导流系数,dao'liu'xi'shu
倒楼盖,dao'lou'gai
倒楼盖模型,dao'lou'gai'mo'xing
道路灯,dao'lu'deng
道路工程测量,dao'lu'gong'cheng'ce'liang
道路交通安全,dao'lu'jiao'tong'an'quan
道路景观设计,dao'lu'jing'guan'she'ji
道路绿化,dao'lu'lv'hua
道路石油沥青,dao'lu'shi'you'li'qing
道路网,dao'lu'wang
刀片,dao'pian
导频信号,dao'pin'xin'hao
倒谱,dao'pu
导墙,dao'qiang
刀切斧砍,dao'qie'fu'kan
捣实,dao'shi
到图,dao'tu
导线断股,dao'xian'duan'gu
导线防震锤,dao'xian'fang'zhen'chui
导线温度,dao'xian'wen'du
倒向场聚焦,dao'xiang'chang'ju'jiao
导引,dao'yin
稻瘿蚊,dao'ying'wen
倒运,dao'yun
德拜长度,de'bai'chang'du
德国鸢尾,de'guo'yuan'wei
德国足球,de'guo'zu'qiu
得气,de'qi
等地温线,deng'di'wen'xian
等电子中心,deng'dian'zi'zhong'xin
等定量,deng'ding'liang
等幅传输,deng'fu'chuan'shu
等高耕作,deng'gao'geng'zuo
等高距,deng'gao'ju
等高线,deng'gao'xian
等高显示器,deng'gao'xian'shi'qi
等高植物篱,deng'gao'zhi'wu'li
等工程措施,deng'gong'cheng'cuo'shi
灯钩,deng'gou
灯光系统,deng'guang'xi'tong
灯光指示器,deng'guang'zhi'shi'qi
等级公路,deng'ji'gong'lu
等剂量曲线,deng'ji'liang'qu'xian
等级网,deng'ji'wang
登记造册,deng'ji'zao'ce
等截面,deng'jie'mian
等精度曲线,deng'jing'du'qu'xian
等静压,deng'jing'ya
灯具,deng'ju
等离子体诊断,deng'li'zi'ti'zhen'duan
等流时线图,deng'liu'shi'xian'tu
灯泡,deng'pao
邓帅,deng'shuai
灯台树,deng'tai'shu
等效辐射温度,deng'xiao'fu'she'wen'du
等效隙缝,deng'xiao'xi'feng
等效噪声功率,deng'xiao'zao'sheng'gong'lv
等效噪声温差,deng'xiao'zao'sheng'wen'cha
等性腻子,deng'xing'ni'zi
等盐度线,deng'yan'du'xian
瞪眼歪脖,deng'yan'wai'bo
灯罩,deng'zhao
等蒸发量线,deng'zheng'fa'liang'xian
底板,di'ban
堤边,di'bian
地表径流,di'biao'jing'liu
地表路由选择,di'biao'lu'you'xuan'ze
地表水,di'biao'shui
地表水水文学,di'biao'shui'shui'wen'xue
地表滞留,di'biao'zhi'liu
底部加强,di'bu'jia'qiang
底部加强部位,di'bu'jia'qiang'bu'wei
底部加强区,di'bu'jia'qiang'qu
地仓,di'cang
地层分区,di'ceng'fen'qu
底层平面,di'ceng'ping'mian
地层学,di'ceng'xue
低潮位,di'chao'wei
低弹,di'dan
地电阻表,di'dian'zu'biao
地盾,di'dun
第二循环管系,di'er'xun'huan'guan'xi
第二主应力,di'er'zhu'ying'li
地方保护主义,di'fang'bao'hu'zhu'yi
地方入流,di'fang'ru'liu
低酚棉,di'fen'mian
地缝合线,di'feng'he'xian
地袱,di'fu
地瓜石,di'gua'shi
帝冠,di'guan
滴灌,di'guan
递归文法,di'gui'wen'fa
堤后街,di'hou'jie
堤后结,di'hou'jie
帝皇金,di'huang'jin
地基,di'ji
地机,di'ji
地籍测量系统,di'ji'ce'liang'xi'tong
地籍测量细则,di'ji'ce'liang'xi'ze
第几次爱你,di'ji'ci'ai'ni
地基梁,di'ji'liang
低级路面,di'ji'lu'mian
地籍图册,di'ji'tu'ce
低碱瓷,di'jian'ci
底脚螺栓,di'jiao'luo'shuan
低截获率雷达,di'jie'huo'lv'lei'da
递进变形,di'jin'bian'xing
地径,di'jing
地堪,di'kan
低空搜索雷达,di'kong'sou'suo'lei'da
地块数据库,di'kuai'shu'ju'ku
底宽,di'kuan
地沥青,di'li'qing
地裂缝,di'lie'feng
抵临,di'lin
底流消能,di'liu'xiao'neng
涤纶无纺布,di'lun'wu'fang'bu
地面暗管道,di'mian'an'guan'dao
地面保护,di'mian'bao'hu
地面波化,di'mian'bo'hua
地面插座,di'mian'cha'zuo
地面沉降,di'mian'chen'jiang
地面出线盒,di'mian'chu'xian'he
地面导航设备,di'mian'dao'hang'she'bei
地面高程,di'mian'gao'cheng
地面工程,di'mian'gong'cheng
地面灌溉,di'mian'guan'gai
地面集水时间,di'mian'ji'shui'shi'jian
地面逆温,di'mian'ni'wen
地面渗流,di'mian'shen'liu
地面水,di'mian'shui
地面通信线路,di'mian'tong'xin'xian'lu
地面蒸发,di'mian'zheng'fa
地面滞留,di'mian'zhi'liu
地面专用插座,di'mian'zhuan'yong'cha'zuo
地膜覆盖,di'mo'fu'gai
低频,di'pin
低频通信,di'pin'tong'xin
低频扬声器,di'pin'yang'sheng'qi
地坪砖,di'ping'zhuan
低气压试验,di'qi'ya'shi'yan
地堑,di'qian
地球磁性,di'qiu'ci'xing
地球动力学,di'qiu'dong'li'xue
地球观测系统,di'qiu'guan'ce'xi'tong
地球化学图,di'qiu'hua'xue'tu
地球化学异常,di'qiu'hua'xue'yi'chang
地球水圈,di'qiu'shui'quan
地球同步卫星,di'qiu'tong'bu'wei'xing
地球站,di'qiu'zhan
地热能,di're'neng
第三主应力,di'san'zhu'ying'li
地上衡,di'shang'heng
地史学,di'shi'xue
低水位,di'shui'wei
低水位报警器,di'shui'wei'bao'jing'qi
滴水线,di'shui'xian
第四纪冰期,di'si'ji'bing'qi
地速,di'su
棣棠花,di'tang'hua
底涂,di'tu
地图编制,di'tu'bian'zhi
地图测绘雷达,di'tu'ce'hui'lei'da
地图更新,di'tu'geng'xin
底图柜,di'tu'gui
底图密集架,di'tu'mi'ji'jia
地图匹配导航,di'tu'pi'pei'dao'hang
地图投影,di'tu'tou'ying
地温,di'wen
低温干燥,di'wen'gan'zao
低温冷害,di'wen'leng'hai
敌我识别,di'wo'shi'bie
地五会,di'wu'hui
地下补给河,di'xia'bu'gei'he
地下辐射,di'xia'fu'she
地下工程,di'xia'gong'cheng
地下管道工程,di'xia'guan'dao'gong'cheng
地下管网,di'xia'guan'wang
地下害虫,di'xia'hai'chong
地下河,di'xia'he
地下河流,di'xia'he'liu
地下径流,di'xia'jing'liu
底下流,di'xia'liu
地下水,di'xia'shui
地下水动态,di'xia'shui'dong'tai
地下水径流,di'xia'shui'jing'liu
地下水网络,di'xia'shui'wang'luo
地下通风道,di'xia'tong'feng'dao
地线防震锤,di'xian'fang'zhen'chui
地形测量学,di'xing'ce'liang'xue
地形跟踪雷达,di'xing'gen'zong'lei'da
地形跟踪系统,di'xing'gen'zong'xi'tong
地形回避雷达,di'xing'hui'bi'lei'da
地形气候,di'xing'qi'hou
地形图图式,di'xing'tu'tu'shi
地形小气候,di'xing'xiao'qi'hou
低压,di'ya
抵押,di'ya
低压保护,di'ya'bao'hu
低压进线柜,di'ya'jin'xian'gui
低压开关,di'ya'kai'guan
低压配电盘,di'ya'pei'dian'pan
低液限土,di'ye'xian'tu
第一杀手,di'yi'sha'shou
第一闪烁体,di'yi'shan'shuo'ti
第一手滑坡,di'yi'shou'hua'po
第一循环管系,di'yi'xun'huan'guan'xi
地应力测量,di'ying'li'ce'liang
地震地质学,di'zhen'di'zhi'xue
地震海啸,di'zhen'hai'xiao
地震线,di'zhen'xian
地震组合,di'zhen'zu'he
地质,di'zhi
地质草图,di'zhi'cao'tu
地质基础,di'zhi'ji'chu
地质勘察,di'zhi'kan'cha
地质勘察报告,di'zhi'kan'cha'bao'gao
地质年表,di'zhi'nian'biao
地质侵蚀,di'zhi'qin'shi
地质灾害,di'zhi'zai'hai
地质灾害评价,di'zhi'zai'hai'ping'jia
地质柱状图,di'zhi'zhu'zhuang'tu
地轴,di'zhou
垫板,dian'ban
电报,dian'bao
电刨机,dian'bao'ji
电报局,dian'bao'ju
电报网,dian'bao'wang
电报学,dian'bao'xue
电表,dian'biao
颠簸,dian'bo
电波暗室,dian'bo'an'shi
电测深,dian'ce'shen
垫层,dian'ceng
电唱盘,dian'chang'pan
电池钳,dian'chi'qian
电冲剪,dian'chong'jian
电磁波,dian'ci'bo
电磁测深,dian'ci'ce'shen
电磁场,dian'ci'chang
电磁定门器,dian'ci'ding'men'qi
电磁法,dian'ci'fa
电刺激,dian'ci'ji
电磁兼容,dian'ci'jian'rong
电磁屏蔽室,dian'ci'ping'bi'shi
电磁信号,dian'ci'xin'hao
点地梅,dian'di'mei
电动扳手,dian'dong'ban'shou
电动车轮胎,dian'dong'che'lun'tai
电动传声器,dian'dong'chuan'sheng'qi
电动传送机,dian'dong'chuan'song'ji
电动蝶阀,dian'dong'die'fa
电动耳机,dian'dong'er'ji
电动攻丝机,dian'dong'gong'si'ji
电动葫芦,dian'dong'hu'lu
电动滑板车,dian'dong'hua'ban'che
电动机,dian'dong'ji
电动机及配件,dian'dong'ji'ji'pei'jian
电动开门器,dian'dong'kai'men'qi
电动螺丝刀,dian'dong'luo'si'dao
电动螺丝批,dian'dong'luo'si'pi
电动摩托车,dian'dong'mo'tuo'che
电动启闭机,dian'dong'qi'bi'ji
电动套丝机,dian'dong'tao'si'ji
电动扬声器,dian'dong'yang'sheng'qi
电镀废水,dian'du'fei'shui
