啊安多哈尔,a'an'duo'ha'er
凶残的姆鲁纳,xiong'can'de'mu'lu'na
熊猫出击,xiong'mao'chu'ji
凶猛撕咬,xiong'meng'si'yao
熊女士布萝拉,xiong'nv'shi'bu'luo'la
雄狮朵斯拉,xiong'shi'duo'si'la
熊形态,xiong'xing'tai
雄鹰守护,xiong'ying'shou'hu
修复者魔汁,xiu'fu'zhe'mo'zhi
羞愧的巴拉克,xiu'kui'de'ba'la'ke
休眠,xiu'mian
修女科莉恩图雷,xiu'nv'ke'li'en'tu'lei
休息与放松,xiu'xi'yu'fang'song
袖珍迅猛龙,xiu'zhen'xun'meng'long
虚空倒错,xu'kong'dao'cuo
虚空的拥抱,xu'kong'de'yong'bao
虚空缝隙,xu'kong'feng'xi
虚空高手冬娜查斯汀,xu'kong'gao'shou'dong'na'cha'si'ting
虚空裂隙,xu'kong'lie'xi
虚空龙手套,xu'kong'long'shou'tao
虚空掠夺者,xu'kong'lue'duo'zhe
虚空梦魇,xu'kong'meng'yan
虚空契约,xu'kong'qi'yue
虚空碎裂,xu'kong'sui'lie
虚空碎片,xu'kong'sui'pian
虚空训谕,xu'kong'xun'yu
虚弱毒药,xu'ruo'du'yao
虚弱诅咒,xu'ruo'zu'zhou
旋风武器,xuan'feng'wu'qi
旋风斩,xuan'feng'zhan
漩涡武器,xuan'wo'wu'qi
悬崖行者塔哈努,xuan'ya'xing'zhe'ta'ha'nu
眩晕之棒,xuan'yun'zhi'bang
雪白法杖,xue'bai'fa'zhang
雪崩山麓,xue'beng'shan'lu
血弹猎人雷梵德,xue'dan'lie'ren'lei'fan'de
血顶萨满吉尔金,xue'ding'sa'man'ji'er'jin
血毒的陨落,xue'du'de'yun'luo
血沸,xue'fei
雪怪计划,xue'guai'ji'hua
血海匪徒外衣,xue'hai'fei'tu'wai'yi
血红宝石魔杖,xue'hong'bao'shi'mo'zhang
血红毡帽,xue'hong'zhan'mao
血吼,xue'hou
血魂,xue'hun
血警卫步枪,xue'jing'wei'bu'qiang
血鳞娜迦的领袖,xue'lin'na'jia'de'ling'xiu
血颅毁灭者,xue'lu'hui'mie'zhe
血袍乔纳斯,xue'pao'qiao'na'si
血骑士海勒丝,xue'qi'shi'hai'le'si
血骑士凯莉娅,xue'qi'shi'kai'li'ya
血色十字军波刃剑,xue'se'shi'zi'jun'bo'ren'jian
血神徽记,xue'shen'hui'ji
学徒蒂普,xue'tu'di'pu
学徒玛丽,xue'tu'ma'li
血卫玛瓦尼,xue'wei'ma'wa'ni
血卫士古尔穆克,xue'wei'shi'gu'er'mu'ke
血腥的代价,xue'xing'de'dai'jia
血腥的欢迎,xue'xing'de'huan'ying
血腥祭仪,xue'xing'ji'yi
血性狂暴,xue'xing'kuang'bao
血腥狂暴,xue'xing'kuang'bao
血腥玛丽,xue'xing'ma'li
血腥屠戮,xue'xing'tu'lu
血腥之握,xue'xing'zhi'wo
血牙,xue'ya
血眼,xue'yan
血液冰寒,xue'ye'bing'han
血爪,xue'zhao
学者卡琳娜,xue'zhe'ka'lin'na
血之疾病,xue'zhi'ji'bing
血之狂暴,xue'zhi'kuang'bao
血之召唤者布洛克,xue'zhi'zhao'huan'zhe'bu'luo'ke
寻宝者玛多克斯,xun'bao'zhe'ma'duo'ke'si
殉道士约伦,xun'dao'shi'yue'lun
殉道者的祝福,xun'dao'zhe'de'zhu'fu
迅击,xun'ji
殉教者多瑞克,xun'jiao'zhe'duo'rui'ke
迅捷的格洛伯,xun'jie'de'ge'luo'bo
迅捷的索戈,xun'jie'de'suo'ge
迅捷的正义之手,xun'jie'de'zheng'yi'zhi'shou
迅捷褐色马,xun'jie'he'se'ma
迅捷机械陆行鸟,xun'jie'ji'xie'lu'xing'niao
迅捷凯希娅,xun'jie'kai'xi'ya
迅捷陆行鹰,xun'jie'lu'xing'ying
迅捷森林狼,xun'jie'sen'lin'lang
迅捷术,xun'jie'shu
迅捷迅猛龙,xun'jie'xun'meng'long
迅捷夜刃豹,xun'jie'ye'ren'bao
迅捷战羊,xun'jie'zhan'yang
巡林者护腕,xun'lin'zhe'hu'wan
寻林者诺鲁德,xun'lin'zhe'nuo'lu'de
殉难者精华,xun'nan'zhe'jing'hua
巡骑雅各,xun'qi'ya'ge
迅速转变,xun'su'zhuan'bian
迅铁护腕,xun'tie'hu'wan
寻踪者玛塔洛,xun'zong'zhe'ma'ta'luo
亚当希曼,ya'dang'xi'man
娅尔罗的意志,ya'er'luo'de'yi'zhi
亚兰诺拉,ya'lan'nuo'la
雅穆,ya'mu
鸦啼,ya'ti
压制,ya'zhi
压制裁定,ya'zhi'cai'ding
压制能量披风,ya'zhi'neng'liang'pi'feng
炎爆艾丽瑟斯,yan'bao'ai'li'se'si
炎爆术,yan'bao'shu
严惩,yan'cheng
延迟诅咒,yan'chi'zu'zhou
腌地摩恩,yan'di'mo'en
严冬之拥,yan'dong'zhi'yong
严寒臂甲,yan'han'bi'jia
眼睛蛇皮兜帽,yan'jing'she'pi'dou'mao
严密防护头盔,yan'mi'fang'hu'tou'kui
湮灭之刃,yan'mie'zhi'ren
湮没,yan'mo
燕娜,yan'na
严肃的库因盖尔,yan'su'de'ku'yin'gai'er
烟熏长矛,yan'xun'chang'mao
炎灾陷阱,yan'zai'xian'jing
眼珠琼斯,yan'zhu'qiong'si
佯攻,yang'gong
扬旗示威,yang'qi'shi'wei
阳炎肩甲,yang'yan'jian'jia
阳之戴安娜,yang'zhi'dai'an'na
要塞护手,yao'sai'hu'shou
妖术,yao'shu
妖术师诺金,yao'shu'shi'nuo'jin
耀眼光芒肩饰,yao'yan'guang'mang'jian'shi
摇摇虎,yao'yao'hu
夜齿金莱克,ye'chi'jin'lai'ke
夜风夏琳,ye'feng'xia'lin
野花不拉努,ye'hua'bu'la'nu
野角布尔卡斯,ye'jiao'bu'er'ka'si
耶雷米亚卡沃克,ye'lei'mi'ya'ka'wo'ke
野马萨利,ye'ma'sa'li
野蛮暴怒,ye'man'bao'nu
野蛮裹腿,ye'man'guo'tui
野蛮咆哮,ye'man'pao'xiao
夜幕,ye'mu
野兽本性,ye'shou'ben'xing
野兽迅捷,ye'shou'xun'jie
野兽训谕,ye'shou'xun'yu
野兽之心,ye'shou'zhi'xin
野兽之眼,ye'shou'zhi'yan
野性冲锋,ye'xing'chong'feng
野性赐福,ye'xing'ci'fu
野性化身,ye'xing'hua'shen
野性狂暴,ye'xing'kuang'bao
野性狼魂,ye'xing'lang'hun
野性能量,ye'xing'neng'liang
野性守护,ye'xing'shou'hu
野性统御,ye'xing'tong'yu
野性印记,ye'xing'yin'ji
野性之皮,ye'xing'zhi'pi
野性之心,ye'xing'zhi'xin
夜绽,ye'zhan
野鬃特瓦,ye'zong'te'wa
伊崔格,yi'cui'ge
伊库塔克,yi'ku'ta'ke
伊拉瓦尔,yi'la'wa'er
伊兰尼库斯,yi'lan'ni'ku'si
伊兰尼库斯之角,yi'lan'ni'ku'si'zhi'jiao
伊利达雷的斩除者,yi'li'da'lei'de'zhan'chu'zhe
伊利达雷徽章,yi'li'da'lei'hui'zhang
伊利达雷斩除魔刃,yi'li'da'lei'zhan'chu'mo'ren
伊利丹的步伐,yi'li'dan'de'bu'fa
伊利丹的信使,yi'li'dan'de'xin'shi
伊利丹怒风,yi'li'dan'nu'feng
翼龙钉刺,yi'long'ding'ci
伊珑卓霜月,yi'long'zhuo'shuang'yue
伊米海姆天选战士,yi'mi'hai'mu'tian'xuan'zhan'shi
伊米隆国王,yi'mi'long'guo'wang
疫苗,yi'miao
意念专注,yi'nian'zhuan'zhu
伊瑞恩月辉,yi'rui'en'yue'hui
一时气愤,yi'shi'qi'fen
伊索尼亚,yi'suo'ni'ya
遗忘之星,yi'wang'zhi'xing
易形术,yi'xing'shu
意志吮吸,yi'zhi'shun'xi
饮暗者奥莎,yin'an'zhe'ao'sha
引爆灵魂,yin'bao'ling'hun
隐藏的敌人,yin'cang'de'di'ren
因达拉玛,yin'da'la'ma
因达玛血火,yin'da'ma'xue'huo
银钢史黛琳,yin'gang'shi'dai'lin
饮魂者博格玛拉,yin'hun'zhe'bo'ge'ma'la
饮灵瓦萨克,yin'ling'wa'sa'ke
隐匿的卡蒂安娜,yin'ni'de'ka'di'an'na
引入歧途,yin'ru'qi'tu
银色神官帕尔崔丝,yin'se'shen'guan'pa'er'cui'si
银色十字军,yin'se'shi'zi'jun
银色新月徽记,yin'se'xin'yue'hui'ji
隐士凯兰德拉,yin'shi'kai'lan'de'la
隐士塞拉,yin'shi'sai'la
阴天萨维那,yin'tian'sa'wei'na
隐形术,yin'xing'shu
阴影徘徊者胸甲,yin'ying'pai'huai'zhe'xiong'jia
阴影杀戮,yin'ying'sha'lu
阴影世界,yin'ying'shi'jie
阴影之下,yin'ying'zhi'xia
银月城,yin'yue'cheng
银月城的卡睿娜,yin'yue'cheng'de'ka'rui'na
影步蒂莫,ying'bu'di'mo
影遁,ying'dun
硬化僵尸指节,ying'hua'jiang'shi'zhi'jie
英魂长枪,ying'hun'chang'qiang
迎接挑战,ying'jie'tiao'zhan
硬壳,ying'qiao
鹰视术,ying'shi'shu
影形,ying'xing
影行者卡尼莎,ying'xing'zhe'ka'ni'sha
英雄的负担,ying'xiong'de'fu'dan
英雄的屈服,ying'xiong'de'qu'fu
鹰眼射击,ying'yan'she'ji
鹰眼术,ying'yan'shu
影印柯娜,ying'yin'ke'na
英勇出击,ying'yong'chu'ji
英勇打击,ying'yong'da'ji
英勇防卫,ying'yong'fang'wei
英勇投掷,ying'yong'tou'zhi
英勇陷阵,ying'yong'xian'zhen
鹰之心卡尔努夫,ying'zhi'xin'ka'er'nu'fu
永不安息的亡者,yong'bu'an'xi'de'wang'zhe
永冻之冰,yong'dong'zhi'bing
永恒龙斧,yong'heng'long'fu
永灵玛斯滕,yong'ling'ma'si'teng
勇猛的佐斯穆斯,yong'meng'de'zuo'si'mu'si
勇猛者的白金盾牌,yong'meng'zhe'de'bai'jin'dun'pai
勇气的传说,yong'qi'de'chuan'shuo
永生者胡尔丹,yong'sheng'zhe'hu'er'dan
永世暮色手套,yong'shi'mu'se'shou'tao
勇士泰尔斯,yong'shi'tai'er'si
勇士姿态,yong'shi'zi'tai
涌血伤害,yong'xue'shang'hai
永远警觉的多摩娜,yong'yuan'jing'jue'de'duo'mo'na
幽暗城,you'an'cheng
幽暗城女王希尔瓦娜斯,you'an'cheng'nv'wang'xi'er'wa'na'si
幽暗的营火,you'an'de'ying'huo
有备无患,you'bei'wu'huan
诱捕者瓦尔多,you'bu'zhe'wa'er'duo
尤恩拉坦,you'en'la'tan
优化,you'hua
幽魂之狼,you'hun'zhi'lang
幽灵鞭打者泽斯塔,you'ling'bian'da'zhe'ze'si'ta
幽灵虎,you'ling'hu
幽灵虎宝宝,you'ling'hu'bao'bao
幼龙崽,you'long'zai
尤墨金,you'mo'jin
尤娜日梁,you'na'ri'liang
尤纳什,you'na'shen
游侠卡外,you'xia'ka'wai
有兴趣来一杯,you'xing'qu'lai'yi'bei
幽影,you'ying
游走攻击,you'zou'gong'ji
愈合,yu'he
浴火的吉丽娜,yu'huo'de'ji'li'na
预谋,yu'mou
预谋突袭,yu'mou'tu'xi
玉拳库尔沃,yu'quan'ku'er'wo
玉拳学徒班萨姆,yu'quan'xue'tu'ban'sa'mu
驭兽者森吉尔,yu'shou'zhe'sen'ji'er
语言诅咒,yu'yan'zu'zhou
预知,yu'zhi
远程武器专精,yuan'cheng'wu'qi'zhuan'jing
远古训驭,yuan'gu'xun'yu
援护,yuan'hu
怨灵长矛,yuan'ling'chang'mao
圆满循环,yuan'man'xun'huan
远射兰铎,yuan'she'lan'duo
原始图腾,yuan'shi'tu'teng
元素的吐息,yuan'su'de'tu'xi
元素集中,yuan'su'ji'zhong
元素师尤加利,yuan'su'shi'you'jia'li
元素武器,yuan'su'wu'qi
元素训谕,yuan'su'xun'yu
元素预视,yuan'su'yu'shi
元素之盾,yuan'su'zhi'dun
元素之怒,yuan'su'zhi'nu
元素诅咒,yuan'su'zu'zhou
远行者休穆,yuan'xing'zhe'xiu'mu
援引虚空,yuan'yin'xu'kong
院长之杖,yuan'zhang'zhi'zhang
月布长袍,yue'bu'chang'pao
月火术,yue'huo'shu
月刃伊兰德尔,yue'ren'yi'lan'de'er
约束者法米什,yue'shu'zhe'fa'mi'shen
月行长靴,yue'xing'chang'xue
月焰,yue'yan
月影,yue'ying
月之狄布洛斯,yue'zhi'di'bu'luo'si
月之女祭司泰兰德风语者,yue'zhi'nv'ji'si'tai'lan'de'feng'yu'zhe
蘊能者兹莫,yun'neng'zhe'zi'mo
云行者特伊娜,yun'xing'zhe'te'yi'na
再度唤醒,zai'du'huan'xing
在噩梦中,zai'e'meng'zhong
在梦中,zai'meng'zhong
再生术,zai'sheng'shu
赞布里愚芒,zan'bu'li'yu'mang
赞达影轮,zan'da'ying'lun
赞格拉,zan'ge'la
凿击,zao'ji
泽乌尔,ze'wu'er
憎恨的精华,zeng'hen'de'jing'hua
憎恶骨指,zeng'wu'gu'zhi
扎度鲁,zha'du'lu
扎格吉,zha'ge'ji
扎格伦狼眼,zha'ge'lun'lang'yan
扎基斯屈克斯戴伯,zha'ji'si'qu'ke'si'dai'bo
扎拉赞恩,zha'la'zan'en
扎兰狂风,zha'lan'kuang'feng
诈死,zha'si
占卜,zhan'bu
战地指挥官福戈,zhan'di'zhi'hui'guan'fu'ge
战地指挥欧林尼,zhan'di'zhi'hui'ou'lin'ni
战斗大师沙伊,zhan'dou'da'shi'sha'yi
战斗的召唤阿拉希盆地,zhan'dou'de'zhao'huan'a'la'xi'pen'di
战斗的召唤奥特兰克山谷,zhan'dou'de'zhao'huan'ao'te'lan'ke'shan'gu
战斗的召唤风暴之眼,zhan'dou'de'zhao'huan'feng'bao'zhi'yan
战斗的召唤战歌峡谷,zhan'dou'de'zhao'huan'zhan'ge'xia'gu
战斗法师的权杖,zhan'dou'fa'shi'de'quan'zhang
战斗法师薇娅拉,zhan'dou'fa'shi'wei'ya'la
战斗怒吼,zhan'dou'nu'hou
战斗吟唱护腿,zhan'dou'yin'chang'hu'tui
战斗之力,zhan'dou'zhi'li
战斧图腾,zhan'fu'tu'teng
战歌峡谷,zhan'ge'xia'gu
战嚎训谕,zhan'hao'xun'yu
战将霍克,zhan'jiang'huo'ke
战利品收集者,zhan'li'pin'shou'ji'zhe
战栗震击,zhan'li'zhen'ji
占领矿洞,zhan'ling'kuang'dong
斩魔剑,zhan'mo'jian
战神,zhan'shen
斩首者,zhan'shou'zhe
占星者的血钻石,zhan'xing'zhe'de'xue'zuan'shi
战争大师鲍乔,zhan'zheng'da'shi'bao'qiao
战争践踏,zhan'zheng'jian'ta
战争使者阿利萨玛尔,zhan'zheng'shi'zhe'a'li'sa'ma'er
战争欲,zhan'zheng'yu
长者阿契里亚,zhang'zhe'a'qi'li'ya
长者科萨斯,zhang'zhe'ke'sa'si
长者莫佛,zhang'zhe'mo'fo
长者纳兰多,zhang'zhe'na'lan'duo
长者托马斯,zhang'zhe'tuo'ma'si
长者泽斯,zhang'zhe'ze'si
沼钉,zhao'ding
召唤传送门,zhao'huan'chuan'song'men
召唤大军,zhao'huan'da'jun
召唤秘室,zhao'huan'mi'shi
召唤仪式,zhao'huan'yi'shi
找回时间,zhao'hui'shi'jian
召集,zhao'ji
爪击,zhao'ji
照明弹,zhao'ming'dan
沼泽鳄皮腰带,zhao'ze'e'pi'yao'dai
沼泽骨拳,zhao'ze'gu'quan
爪之布兰谭德,zhao'zhi'bu'lan'tan'de
折叠刀,zhe'die'dao
折魂者玛蒂亚娜,zhe'hun'zhe'ma'di'ya'na
折灵者布瑞诺,zhe'ling'zhe'bu'rui'nuo
折树者沃斯,zhe'shu'zhe'wo'si
侦测猎物,zhen'ce'lie'wu
侦测陷阱,zhen'ce'xian'jing
侦测隐形,zhen'ce'yin'xing
侦察兵欧莫塔,zhen'cha'bing'ou'mo'ta
侦查大地,zhen'cha'da'di
震地领主雷泽克战蹄,zhen'di'ling'zhu'lei'ze'ke'zhan'ti
震地者萨恩,zhen'di'zhe'sa'en
真弓古斯塔夫,zhen'gong'gu'si'ta'fu
真弓凯利斯,zhen'gong'kai'li'si
珍贵的兽王护肩,zhen'gui'de'shou'wang'hu'jian
镇静的丽尔纳斯,zhen'jing'de'li'er'na'si
真理之剑,zhen'li'zhi'jian
镇疗波,zhen'liao'bo
真龙护腕,zhen'long'hu'wan
震慑怒吼,zhen'she'nu'hou
真言术保,zhen'yan'shu'bao
真言术庇,zhen'yan'shu'bi
真言术盾,zhen'yan'shu'dun
真言术沛,zhen'yan'shu'pei
真言术韧,zhen'yan'shu'ren
真言术信,zhen'yan'shu'xin
真言术佑,zhen'yan'shu'you
真言术愈,zhen'yan'shu'yu
真银圣剑,zhen'yin'sheng'jian
真银胸甲,zhen'yin'xiong'jia
征服,zheng'fu
征服本能,zheng'fu'ben'neng
征服怒吼,zheng'fu'nu'hou
征服者艾杰,zheng'fu'zhe'ai'jie
征服者古佐姆,zheng'fu'zhe'gu'zuo'mu
征服者哈许孔,zheng'fu'zhe'ha'xu'kong
征服者加拉诺,zheng'fu'zhe'jia'la'nuo
征服者娜伊瑞,zheng'fu'zhe'na'yi'rui
征服者尼苏艾达,zheng'fu'zhe'ni'su'ai'da
征服者斯托斯,zheng'fu'zhe'si'tuo'si
征服者温金,zheng'fu'zhe'wen'jin
征服者扬宗,zheng'fu'zhe'yang'zong
征服者扎尔拉,zheng'fu'zhe'zha'er'la
征服之路,zheng'fu'zhi'lu
拯救,zheng'jiu
拯救幸存者,zheng'jiu'xing'cun'zhe
拯救祝福,zheng'jiu'zhu'fu
征讨,zheng'tao
正义圣印,zheng'yi'sheng'yin
制裁者布莱德伯恩,zhi'cai'zhe'bu'lai'de'bo'en
制裁之锤,zhi'cai'zhi'chui
致残打击,zhi'can'da'ji
致残毒药,zhi'can'du'yao
指导者安瑟隆,zhi'dao'zhe'an'se'long
织法者姬翰,zhi'fa'zhe'ji'han
智慧采集,zhi'hui'cai'ji
指挥官法斯塔夫,zhi'hui'guan'fa'si'ta'fu
智慧圣印,zhi'hui'sheng'yin
智慧祝福,zhi'hui'zhu'fu
治疗波,zhi'liao'bo
治疗祷言,zhi'liao'dao'yan
治疗弧,zhi'liao'hu
治疗计划,zhi'liao'ji'hua
治疗术,zhi'liao'shu
治疗之触,zhi'liao'zhi'chu
治疗之环,zhi'liao'zhi'huan
治疗之泉图腾,zhi'liao'zhi'quan'tu'teng
致聋怒吼,zhi'long'nu'hou
致盲,zhi'mang
致命,zhi'ming
致命毒药,zhi'ming'du'yao
致命劈砍,zhi'ming'pi'kan
致命投掷,zhi'ming'tou'zhi
致命一击,zhi'ming'yi'ji
支配术,zhi'pei'shu
致伤药膏,zhi'shang'yao'gao
织霜者达卡尔西斯,zhi'shuang'zhe'da'ka'er'xi'si
致死打击,zhi'si'da'ji
致死毒刃,zhi'si'du'ren
织网者,zhi'wang'zhe
窒息之握,zhi'xi'zhi'wo
秩序守护者薇斯拉,zhi'xu'shou'hu'zhe'wei'si'la
治愈精华,zhi'yu'jing'hua
治愈者兰瑟斯,zhi'yu'zhe'lan'se'si
仲裁者索鲁斯,zhong'cai'zhe'suo'lu'si
重击,zhong'ji
忠誓者洛申,zhong'shi'zhe'luo'shen
重型雷象,zhong'xing'lei'xiang
骤死,zhou'si
咒逐,zhou'zhu
蛛巢生命法杖,zhu'chao'sheng'ming'fa'zhang
主动式负载平衡器,zhu'dong'shi'fu'zai'ping'heng'qi
主动示好,zhu'dong'shi'hao
逐渐康复,zhu'jian'kang'fu
铸剑师汉索,zhu'jian'shi'han'suo
主教之冠,zhu'jiao'zhi'guan
蛛魔征服者,zhu'mo'zheng'fu'zhe
猪排,zhu'pai
筑起防线,zhu'qi'fang'xian
主人的召唤,zhu'ren'de'zhao'huan
逐入虚空,zhu'ru'xu'kong
诸神的黄昏,zhu'shen'de'huang'hun
主研究员阿米蒂恩,zhu'yan'jiu'yuan'a'mi'di'en
主研究员卡托斯,zhu'yan'jiu'yuan'ka'tuo'si
主药剂师希尔达迦,zhu'yao'ji'shi'xi'er'da'jia
主宰,zhu'zai
逐战者赫罗恩,zhu'zhan'zhe'he'luo'en
转移,zhuan'yi
专注光环,zhuan'zhu'guang'huan
装备升级,zhuang'bei'sheng'ji
装甲蓝色驭风者,zhuang'jia'lan'se'yu'feng'zhe
装甲雪色狮鹫,zhuang'jia'xue'se'shi'jiu
壮实的柏塔,zhuang'shi'de'bai'ta
庄严的错觉,zhuang'yan'de'cuo'jue
坠暗维希拉,zhui'an'wei'xi'la
追迹者格伦,zhui'ji'zhe'ge'lun
追猎者科斯,zhui'lie'zhe'ke'si
追猎者麦格娜,zhui'lie'zhe'mai'ge'na
追日者安多拉,zhui'ri'zhe'an'duo'la
追踪龙类,zhui'zong'long'lei
追踪人型,zhui'zong'ren'xing
准备就绪,zhun'bei'jiu'xu
灼热图腾,zhuo're'tu'teng
灼热之光,zhuo're'zhi'guang
灼热之痛,zhuo're'zhi'tong
灼烧,zhuo'shao
自动查找器马尔德恩,zi'dong'cha'zhao'qi'ma'er'de'en
自动净化装置,zi'dong'jing'hua'zhuang'zhi
兹莫,zi'mo
自然赐福,zi'ran'ci'fu
自然的感化,zi'ran'de'gan'hua
自然的专注,zi'ran'de'zhuan'zhu
自然回收,zi'ran'hui'shou
自然抗性图腾,zi'ran'kang'xing'tu'teng
自然选择,zi'ran'xuan'ze
自然迅捷,zi'ran'xun'jie
自然延伸,zi'ran'yan'shen
自然灾害,zi'ran'zai'hai
自然掌握,zi'ran'zhang'wo
自然之罚,zi'ran'zhi'fa
自然之力,zi'ran'zhi'li
自然之怒,zi'ran'zhi'nu
自然之息,zi'ran'zhi'xi
自然秩序,zi'ran'zhi'xu
姿态掌握,zi'tai'zhang'wo
滋养,zi'yang
滋养灵魂,zi'yang'ling'hun
自由的钥匙,zi'you'de'yao'shi
自由祝福,zi'you'zhu'fu
纵火狂布莱瑟,zong'huo'kuang'bu'lai'se
纵火术,zong'huo'shu
纵火图腾,zong'huo'tu'teng
宗族之母托兰,zong'zu'zhi'mu'tuo'lan
祖尔布拉卡,zu'er'bu'la'ka
祖兰吉,zu'lan'ji
足智多谋,zu'zhi'duo'mou
足智多谋的夏瓦,zu'zhi'duo'mou'de'xia'wa
阻止腐蚀,zu'zhi'fu'shi
诅咒密码,zu'zhou'mi'ma
诅咒之握,zu'zhou'zhi'wo
最后的旅程,zui'hou'de'lv'cheng
最后一道防线,zui'hou'yi'dao'fang'xian
最终的牺牲,zui'zhong'de'xi'sheng
最终一击,zui'zhong'yi'ji
尊炽天使,zun'chi'tian'shi
尊敬的托拜厄斯,zun'jing'de'tuo'bai'e'si
佐拉克图,zuo'la'ke'tu
